Mod:Item:MetaData, Localized Name
vampiresneedumbrellas:lapis_blue_gold_umbrella, Blue Gold Umbrella
vampiresneedumbrellas:lapis_blue_diamond_umbrella, Blue Diamond Umbrella
vampiresneedumbrellas:purple_iron_umbrella, Purple Iron Umbrella
vampiresneedumbrellas:purple_gold_umbrella, Purple Gold Umbrella
vampiresneedumbrellas:purple_diamond_umbrella, Purple Diamond Umbrella
vampiresneedumbrellas:cyan_iron_umbrella, Cyan Iron Umbrella
vampiresneedumbrellas:cyan_gold_umbrella, Cyan Gold Umbrella
vampiresneedumbrellas:cyan_diamond_umbrella, Cyan Diamond Umbrella
vampiresneedumbrellas:light_gray_iron_umbrella, Light Gray Iron Umbrella
vampiresneedumbrellas:light_gray_gold_umbrella, Light Gray Gold Umbrella
vampiresneedumbrellas:light_gray_diamond_umbrella, Light Gray Diamond Umbrella
vampiresneedumbrellas:gray_iron_umbrella, Gray Iron Umbrella
vampiresneedumbrellas:gray_gold_umbrella, Gray Gold Umbrella
vampiresneedumbrellas:gray_diamond_umbrella, Gray Diamond Umbrella
vampiresneedumbrellas:pink_iron_umbrella, Pink Iron Umbrella
vampiresneedumbrellas:pink_gold_umbrella, Pink Gold Umbrella
vampiresneedumbrellas:pink_diamond_umbrella, Pink Diamond Umbrella
vampiresneedumbrellas:lime_green_iron_umbrella, Lime Green Iron Umbrella
vampiresneedumbrellas:lime_green_gold_umbrella, Lime Green Gold Umbrella
vampiresneedumbrellas:lime_green_diamond_umbrella, Lime Green Diamond Umbrella
vampiresneedumbrellas:yellow_iron_umbrella, Yellow Iron Umbrella
vampiresneedumbrellas:yellow_gold_umbrella, Yellow Gold Umbrella
vampiresneedumbrellas:yellow_diamond_umbrella, Yellow Diamond Umbrella
vampiresneedumbrellas:light_blue_iron_umbrella, Light Blue Iron Umbrella
vampiresneedumbrellas:light_blue_gold_umbrella, Light Blue Gold Umbrella
vampiresneedumbrellas:light_blue_diamond_umbrella, Light Blue Diamond Umbrella
vampiresneedumbrellas:magenta_iron_umbrella, Magenta Iron Umbrella
vampiresneedumbrellas:magenta_gold_umbrella, Magenta Gold Umbrella
vampiresneedumbrellas:magenta_diamond_umbrella, Magenta Diamond Umbrella
vampiresneedumbrellas:orange_iron_umbrella, Orange Iron Umbrella
vampiresneedumbrellas:orange_gold_umbrella, Orange Gold Umbrella
vampiresneedumbrellas:orange_diamond_umbrella, Orange Diamond Umbrella
vampiresneedumbrellas:white_iron_umbrella, White Iron Umbrella
vampiresneedumbrellas:white_gold_umbrella, White Gold Umbrella
vampiresneedumbrellas:white_diamond_umbrella, White Diamond Umbrella
vampiresneedumbrellas:creative_umbrella, Creative Umbrella
vampiresneedumbrellas:iron_umbrella_rod, Iron Umbrella Rod
vampiresneedumbrellas:gold_umbrella_rod, Gold Umbrella Rod
vampiresneedumbrellas:diamond_umbrella_rod, Diamond Umbrella Rod
vampirism:vampire_fang, Vampire Fang
vampirism:human_heart, Human Heart
vampirism:weak_human_heart, Weak Human Heart
vampirism:blood_bottle:0, Blood Bottle
vampirism:blood_bottle:9, Blood Bottle
vampirism:item_tent, Tent
vampirism:item_coffin, Coffin
vampirism:pure_blood:0, Pure Blood
vampirism:pure_blood:1, Pure Blood
vampirism:pure_blood:2, Pure Blood
vampirism:pure_blood:3, Pure Blood
vampirism:pure_blood:4, Pure Blood
vampirism:hunter_intel:0, Hunter Intel
vampirism:hunter_intel:1, Hunter Intel
vampirism:hunter_intel:2, Hunter Intel
vampirism:hunter_intel:3, Hunter Intel
vampirism:hunter_intel:4, Hunter Intel
vampirism:hunter_intel:5, Hunter Intel
vampirism:hunter_intel:6, Hunter Intel
vampirism:hunter_intel:7, Hunter Intel
vampirism:hunter_intel:8, Hunter Intel
vampirism:hunter_intel:9, Hunter Intel
vampirism:item_garlic, Garlic
vampirism:item_med_chair, Injection Chair
vampirism:injection:0, Syringe
vampirism:injection:1, Garlic Injection
vampirism:injection:2, Sanguinare Injection
vampirism:injection:0, Syringe
vampirism:pitchfork, Pitchfork
vampirism:basic_crossbow, Crossbow
vampirism:basic_double_crossbow, Double Crossbow
vampirism:enhanced_crossbow, Enhanced Crossbow
vampirism:enhanced_double_crossbow, Enhanced Double Crossbow
vampirism:crossbow_arrow, Crossbow Arrow
vampirism:stake, Stake
vampirism:vampire_blood_bottle, Vampire Blood
vampirism:blood_potion, Blood Potion
vampirism:basic_tech_crossbow, Semi-Auto Crossbow
vampirism:enhanced_tech_crossbow, Enhanced Semi-Auto Crossbow
vampirism:tech_crossbow_ammo_package, Arrow clip
vampirism:vampire_book, Vampire Book
vampirism:holy_water_bottle, Holy Water
vampirism:holy_water_splash_bottle, Splash Bottle of Holy Water
vampirism:holy_salt, Blessed Salt
vampirism:pure_salt, Pure Salt
vampirism:holy_salt_water, Blessed Salt Water
vampirism:item_alchemical_fire, Alchemical Fire
vampirism:garlic_beacon_core, Garlic Diffusor Core
vampirism:garlic_beacon_core_improved, Improved Garlic Diffusor Core
vampirism:purified_garlic, Purified Garlic
vampirism:armor_of_swiftness_head, Helmet of Swiftness
vampirism:armor_of_swiftness_chest, Chestplate of Swiftness
vampirism:armor_of_swiftness_legs, Leggings of Swiftness
vampirism:armor_of_swiftness_feet, Boots of Swiftness
vampirism:hunter_hat0_head, Hunter Hat
vampirism:hunter_hat1_head, Hunter Hat
vampirism:hunter_axe, Hunter Axe
vampirism:hunter_coat_head, Hunter Coat Helmet
vampirism:hunter_coat_chest, Hunter Coat
vampirism:hunter_coat_legs, Hunter Coat Leggings
vampirism:hunter_coat_feet, Hunter Coat Boots
vampirism:obsidian_armor_head, Obsidian Helmet of Hell
vampirism:obsidian_armor_chest, Obsidian Chestplate of Hell
vampirism:obsidian_armor_legs, Obsidian Leggings of Hell
vampirism:obsidian_armor_feet, Obsidian Boots of Hell
vampirism:heart_seeker, Heartseeker
vampirism:heart_striker, Heartstriker
vampirism:blood_infused_iron_ingot, Blood Infused Iron Ingot
vampirism:blood_infused_enhanced_iron_ingot, Enhanced Blood Infused Iron Ingot
vampirism:soul_orb_vampire, Vampire Soul
vampirism:vampire_cloak:0, Vampire Cloak
vampirism:garlic_bread, Garlic Bread
vampirism:castle_block:0, Castle Block
vampirism:castle_block:1, Castle Block
vampirism:castle_block:2, Castle Block
vampirism:castle_block:3, Castle Block
vampirism:castle_block:4, Castle Block
vampirism:blood_container, Blood Container
vampirism:block_blood_fluid, tile.fluid.vampirism.vampirismblood.vampirism.name
vampirism:cursed_earth, Cursed Earth
vampirism:vampirism_flower:0, Vampire Orchid
vampirism:altar_infusion, Altar of Infusion
vampirism:altar_pillar, Altar Pillar
vampirism:altar_tip, Altar Tip
vampirism:hunter_table, Hunter Research Table
vampirism:hunter_table2, Strange Hunter Research Table
vampirism:church_altar, Altar of Cleansing
vampirism:altar_inspiration, Altar of Inspiration
vampirism:fire_place, Fire Place
vampirism:weapon_table, Hunter Weapon Table
vampirism:blood_potion_table, Blood Potion Table
vampirism:sunscreen_beacon, Sunscreen Beacon
vampirism:alchemical_cauldron, Alchemical Cauldron
vampirism:garlic_beacon, Garlic Diffusor
vampirism:castle_stairs_dark, Dark Brick Stairs
vampirism:castle_stairs_dark_stone, Dark Stone Stairs
vampirism:castle_stairs_purple, Purple Brick Stairs
vampirism:blood_pedestal, Blood Pedestal
vampirism:blood_grinder, Blood Grinder
vampirism:blood_sieve, Blood Sieve
vampirism:totem_base, Village totem base
vampirism:totem_top, Village totem top
vampirism:castle_slab:0, Dark Brick Slab
vampirism:castle_slab:1, Purple Brick Slab
vampirism:castle_slab:2, Dark Stone Slab
waystones:waystone, Waystone
waystones:return_scroll, Return Scroll
waystones:bound_scroll, Bound Scroll
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
weather2:sand_layer_placeable, Placeable Sand Layer
weather2:weather_item, Weather Item
weather2:pocket_sand, Pocket Sand!
weather2:tornado_sensor, Tornado Sensor
weather2:tornado_siren, Weather Siren
weather2:tornado_siren_manual, Manual Redstone Siren
weather2:wind_vane, Wind Vane
weather2:weather_forecast, Weather Radar
weather2:weather_machine, Weather Machine (right click to cycle)
weather2:weather_deflector, Weather Deflector
weather2:anemometer, Anemometer
weirdinggadget:weirding_gadget, Weirding Gadget
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
yoyos:cord, Cord
yoyos:creative_yoyo, Rainbowyo
yoyos:wooden_yoyo, Wooden Yoyo
yoyos:stone_yoyo, Stone Yoyo
yoyos:iron_yoyo, Iron Yoyo
yoyos:diamond_yoyo, Diamond Yoyo
yoyos:gold_yoyo, Gold Yoyo
yoyos:shear_yoyo, Shear Yoyo
yoyos:hoe_yoyo, Yohoe
yoyos:sticky_yoyo, Sticky Yoyo
structurize:sceptergold, Building Tool
structurize:shapetool, Shape Tool
structurize:sceptersteel, Scan Tool
structurize:cactusdoor, Cactus Door
structurize:caliper, Caliper
structurize:blocksolidsubstitution, tile.structurize.blockSolidSubstitution.name
structurize:blocksubstitution, Placeholderblock
structurize:blockpaperwall:0, Paper wall
structurize:blockpaperwall:1, Paper wall
structurize:blockpaperwall:2, Paper wall
structurize:blockpaperwall:3, Paper wall
structurize:blockshingle_oak, Oak Shingle
structurize:blockshingle_birch, Birch Shingle
structurize:blockshingle_jungle, Jungle Shingle
structurize:blockshingle_spruce, Spruce Shingle
structurize:blockshingle_dark_oak, Dark Oak Shingle
structurize:blockshingle_acacia, Acacia Shingle
structurize:blockshingleslab, Shingle slab
structurize:blockcactusplank, Cactus Plank
structurize:blockcactustrapdoor, Cactus Trapdoor
structurize:blockcactusstair, tile.structurize.blockcactusstair.name
structurize:blockcactusslab_half:0, Cactus Slab
structurize:blockcactusfence, Cactus Fence
structurize:blockcactusfencegate, Cactus Fence Gate
structurize:blocktimberframe_oak_plain,  Oak Plain Timber Frame
structurize:blocktimberframe_oak_doublecrossed,  Oak Crossed Timber Frame
structurize:blocktimberframe_oak_framed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_sideframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_gateframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_onecrossedlr,  Oak Left-Right Diagonal Timber Frame
structurize:blocktimberframe_oak_onecrossedrl,  Oak Right-Left Diagonal Timber Frame
structurize:blocktimberframe_oak_downgated,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_horizontalplain,  Oak Horizontal Timber Frame
structurize:blocktimberframe_oak_horizontalnocap,  Oak Horizontal Timber Frame
structurize:blocktimberframe_spruce_plain,  Spruce Plain Timber Frame
structurize:blocktimberframe_spruce_doublecrossed,  Spruce Crossed Timber Frame
structurize:blocktimberframe_spruce_framed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_sideframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_gateframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_onecrossedlr,  Spruce Right-Left Diagonal Timber Frame
structurize:blocktimberframe_spruce_onecrossedrl,  Spruce Left-Right Diagonal Timber Frame
structurize:blocktimberframe_spruce_downgated,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_horizontalplain,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_spruce_horizontalnocap,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_birch_plain,  Birch Plain Timber Frame
structurize:blocktimberframe_birch_doublecrossed,  Birch Crossed Timber Frame
structurize:blocktimberframe_birch_framed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_sideframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_gateframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_onecrossedlr,  Birch Right-Left Diagonal Timber Frame
structurize:blocktimberframe_birch_onecrossedrl,  Birch Left-Right Diagonal Timber Frame
structurize:blocktimberframe_birch_downgated,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_horizontalplain,  Birch Horizontal Timber Frame
structurize:blocktimberframe_birch_horizontalnocap,  Birch Horizontal Timber Frame
structurize:blocktimberframe_jungle_plain,  Jungle Plain Timber Frame
structurize:blocktimberframe_jungle_doublecrossed,  Jungle Crossed Timber Frame
structurize:blocktimberframe_jungle_framed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_sideframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_gateframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_onecrossedlr,  Jungle Right-Left Diagonal Timber Frame
structurize:blocktimberframe_jungle_onecrossedrl,  Jungle Left-Right Diagonal Timber Frame
structurize:blocktimberframe_jungle_downgated,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_horizontalplain,  Jungle Horizontal Timber Frame
structurize:blocktimberframe_jungle_horizontalnocap,  Jungle Horizontal Timber Frame
structurize:blocktimberframe_acacia_plain,  Acacia Plain Timber Frame
structurize:blocktimberframe_acacia_doublecrossed,  Acacia Crossed Timber Frame
structurize:blocktimberframe_acacia_framed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_sideframed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_gateframed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_onecrossedlr,  Acacia Right-Left Diagonal Timber Frame
structurize:blocktimberframe_acacia_onecrossedrl,  Acacia Left-Right Diagonal Timber Frame
structurize:blocktimberframe_acacia_downgated,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_horizontalplain,  Acacia Horizontal Timber Frame
structurize:blocktimberframe_acacia_horizontalnocap,  Acacia Horizontal Timber Frame
structurize:blocktimberframe_dark_oak_plain,  Dark Oak Plain Timber Frame
structurize:blocktimberframe_dark_oak_doublecrossed,  Dark Oak Crossed Timber Frame
structurize:blocktimberframe_dark_oak_framed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_sideframed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_gateframed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_onecrossedlr,  Dark Oak Right-Left Diagonal Timber Frame
structurize:blocktimberframe_dark_oak_onecrossedrl,  Dark Oak Left-Right Diagonal Timber Frame
structurize:blocktimberframe_dark_oak_downgated,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_horizontalplain,  Dark Oak Horizontal Timber Frame
structurize:blocktimberframe_dark_oak_horizontalnocap,  Dark Oak Horizontal Timber Frame
structurize:multiblock, MultiBlock
minecolonies:supplychestdeployer, SupplyShip Chest
minecolonies:scepterpermission, PermissionScepter
minecolonies:caliper, Caliper
minecolonies:scepterguard, Guard-scepter
minecolonies:supplycampdeployer, SupplyCamp Chest
minecolonies:ancienttome, Ancient Tome
minecolonies:chiefsword, Chief Sword
minecolonies:clipboard, Clipboard
minecolonies:compost, Compost
minecolonies:resourcescroll, Resource-Scroll
minecolonies:iron_scimitar, Scimitar
minecolonies:scepterlumberjack, Lumberjack-scepter
minecolonies:pirate_hat, Pirate Hat
minecolonies:pirate_top, Pirate Top
minecolonies:pirate_leggins, Pirate Leggings
minecolonies:pirate_boots, Pirate Boots
minecolonies:pirate_cap, Pirate Cap
minecolonies:pirate_chest, Pirate Chest
minecolonies:pirate_legs, Pirate Legs
minecolonies:pirate_shoes, Pirate Shoes
minecolonies:sizesettlement, item.minecolonies.sizeSettlement.name
minecolonies:sizetown, item.minecolonies.sizeTown.name
minecolonies:sizecity, item.minecolonies.sizeCity.name
minecolonies:sizemetropolis, item.minecolonies.sizeMetropolis.name
minecolonies:santa_hat, Santa hat
minecolonies:blockhutbaker, Bakery
minecolonies:blockhutblacksmith, Blacksmith
minecolonies:blockhutbuilder, Builder's Hut
minecolonies:blockhutcitizen, Citizen's Hut
minecolonies:blockhutdeliveryman, Deliveryman
minecolonies:blockhutfarmer, Farm
minecolonies:blockhutfield, Field
minecolonies:blockhutfisherman, Fisherman's Hut
minecolonies:blockhutguardtower, GuardTower
minecolonies:blockhutlumberjack, Lumberjack's Hut
minecolonies:blockhutminer, Mine
minecolonies:blockhutstonemason, Stonemason
minecolonies:blockhuttownhall, Town Hall
minecolonies:blockhutwarehouse, Warehouse
minecolonies:blockhutshepherd, Shepherd's Hut
minecolonies:blockhutcowboy, Cowboy's Hut
minecolonies:blockhutswineherder, SwineHerders's Hut
minecolonies:blockhutchickenherder, ChickenHerders's Hut
minecolonies:blockhutbarrackstower, BarracksTower
minecolonies:blockhutbarracks, Barracks
minecolonies:blockhutcook, Restaurant
minecolonies:blockhutsmeltery, Smeltery
minecolonies:blockhutcomposter, Composter Hut
minecolonies:blockhutlibrary, Library
minecolonies:blockhutarchery, Archery
minecolonies:blockhutcombatacademy, Combat Academy
minecolonies:blockhutsawmill, Sawmill
minecolonies:blockhutstonesmeltery, Stone Smeltery
minecolonies:blockhutcrusher, Crusher
minecolonies:blockhutsifter, Sifter
minecolonies:blockhutflorist, Flower Shop
minecolonies:blockhutenchanter, Enchanter
minecolonies:blockconstructiontape, Construction tape
minecolonies:blockbarrackstowersubstitution, BarracksTower Placeholder
minecolonies:blockminecoloniesrack, Rack
minecolonies:blockwaypoint, Waypoint placeholder
minecolonies:blockinfoposter, tile.minecolonies.blockInfoPoster.name
minecolonies:barrel_block:0, Barrel
minecolonies:blockpostbox, Postbox
minecolonies:decorationcontroller, Decoration Controller
minecolonies:composted_dirt:0, Composted Dirt
solcarrot:food_book, Food Book
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:turnipitem, Turnip
harvestcraft:turnipseeditem, Turnip Seed
harvestcraft:rhubarbitem, Rhubarb
harvestcraft:rhubarbseeditem, Rhubarb Seed
harvestcraft:celeryitem, Celery
harvestcraft:celeryseeditem, Celery Seed
harvestcraft:garlicitem, Garlic
harvestcraft:garlicseeditem, Garlic Seed
harvestcraft:gingeritem, Ginger
harvestcraft:gingerseeditem, Ginger Seed
harvestcraft:spiceleafitem, Spice Leaf
harvestcraft:spiceleafseeditem, Spice Leaf Seed
harvestcraft:tealeafitem, Tea Leaf
harvestcraft:teaseeditem, Tea Seed
harvestcraft:coffeebeanitem, Coffee Beans
harvestcraft:coffeeseeditem, Coffee Seed
harvestcraft:mustardseedsitem, Mustard Seeds
harvestcraft:mustardseeditem, Mustard Seed
harvestcraft:broccoliitem, Broccoli
harvestcraft:broccoliseeditem, Broccoli Seed
harvestcraft:caulifloweritem, Cauliflower
harvestcraft:cauliflowerseeditem, Cauliflower Seed
harvestcraft:leekitem, Leek
harvestcraft:leekseeditem, Leek Seed
harvestcraft:lettuceitem, Lettuce
harvestcraft:lettuceseeditem, Lettuce Seed
harvestcraft:scallionitem, Scallion
harvestcraft:scallionseeditem, Scallion Seed
harvestcraft:artichokeitem, Artichoke
harvestcraft:artichokeseeditem, Artichoke Seed
harvestcraft:brusselsproutitem, Brussel Sprout
harvestcraft:brusselsproutseeditem, Brussel Sprout Seed
harvestcraft:cabbageitem, Cabbage
harvestcraft:cabbageseeditem, Cabbage Seed
harvestcraft:spinachitem, Spinach
harvestcraft:spinachseeditem, Spinach Seed
harvestcraft:whitemushroomitem, White Mushroom
harvestcraft:whitemushroomseeditem, White Mushroom Spore
harvestcraft:beanitem, Beans
harvestcraft:beanseeditem, Bean Seed
harvestcraft:soybeanitem, Soybean
harvestcraft:soybeanseeditem, Soybean Seed
harvestcraft:bellpepperitem, Bellpepper
harvestcraft:bellpepperseeditem, Bellpepper Seed
harvestcraft:chilipepperitem, Chili Pepper
harvestcraft:chilipepperseeditem, Chili Pepper Seed
harvestcraft:eggplantitem, Eggplant
harvestcraft:eggplantseeditem, Eggplant Seed
harvestcraft:okraitem, Okra
harvestcraft:okraseeditem, Okra Seed
harvestcraft:peasitem, Peas
harvestcraft:peasseeditem, Peas Seed
harvestcraft:tomatoitem, Tomato
harvestcraft:tomatoseeditem, Tomato Seed
harvestcraft:cottonitem, Cotton
harvestcraft:cottonseeditem, Cotton Seed
harvestcraft:pineappleitem, Pineapple
harvestcraft:pineappleseeditem, Pineapple Seed
harvestcraft:grapeitem, Grape
harvestcraft:grapeseeditem, Grape Seed
harvestcraft:kiwiitem, Kiwi
harvestcraft:kiwiseeditem, Kiwi Seed
harvestcraft:cranberryitem, Cranberry
harvestcraft:cranberryseeditem, Cranberry Seed
harvestcraft:riceitem, Rice
harvestcraft:riceseeditem, Rice Seed
harvestcraft:seaweeditem, Seaweed
harvestcraft:seaweedseeditem, Seaweed Seed
harvestcraft:curryleafitem, Curry Leaf
harvestcraft:curryleafseeditem, Curry Leaf Seed
harvestcraft:sesameseedsitem, Sesame Seeds
harvestcraft:sesameseedsseeditem, Sesame Seeds Seed
harvestcraft:waterchestnutitem, Water Chestnut
harvestcraft:waterchestnutseeditem, Water Chestnut Seed
harvestcraft:gigapickleitem, Giga Pickle
harvestcraft:gigapickleseeditem, Giga Pickle Seed
harvestcraft:kaleitem, Kale
harvestcraft:kaleseeditem, Kale Seed
harvestcraft:agaveitem, Agave
harvestcraft:agaveseeditem, Agave Seed
harvestcraft:amaranthitem, Amaranth
harvestcraft:amaranthseeditem, Amaranth Seed
harvestcraft:arrowrootitem, Arrowroot
harvestcraft:arrowrootseeditem, Arrowroot Seed
harvestcraft:cassavaitem, Cassava
harvestcraft:cassavaseeditem, Cassava Seed
harvestcraft:chickpeaitem, Chickpeas
harvestcraft:chickpeaseeditem, Chickpea Seed
harvestcraft:elderberryitem, Elderberry
harvestcraft:elderberryseeditem, Elderberry Seed
harvestcraft:flaxitem, Flax
harvestcraft:flaxseeditem, Flax Seed
harvestcraft:greengrapeitem, Green Grape
harvestcraft:greengrapeseeditem, Green Grape Seed
harvestcraft:huckleberryitem, Huckleberry
harvestcraft:huckleberryseeditem, Huckleberry Seed
harvestcraft:jicamaitem, Jicama
harvestcraft:jicamaseeditem, Jicama Seed
harvestcraft:juteitem, Jute
harvestcraft:juteseeditem, Jute Seed
harvestcraft:kenafitem, Kenaf
harvestcraft:kenafseeditem, Kenaf Seed
harvestcraft:kohlrabiitem, Kohlrabi
harvestcraft:kohlrabiseeditem, Kohlrabi Seed
harvestcraft:lentilitem, Lentils
harvestcraft:lentilseeditem, Lentil Seed
harvestcraft:milletitem, Millet
harvestcraft:milletseeditem, Millet Seed
harvestcraft:mulberryitem, Mulberry
harvestcraft:mulberryseeditem, Mulberry Seed
harvestcraft:quinoaitem, Quinoa
harvestcraft:quinoaseeditem, Quinoa Seed
harvestcraft:sisalitem, Sisal
harvestcraft:sisalseeditem, Sisal Seed
harvestcraft:taroitem, Taro
harvestcraft:taroseeditem, Taro Seed
harvestcraft:tomatilloitem, Tomatillo
harvestcraft:tomatilloseeditem, Tomatillo Seed
harvestcraft:juniperberryitem, Juniperberry
harvestcraft:juniperberryseeditem, Juniperberry Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateitem, Date
harvestcraft:pamdate, Date
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaitem, Papaya
harvestcraft:pampapaya, Papaya
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryitem, Cherry
harvestcraft:pamcherry, Cherry
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figitem, Fig
harvestcraft:pamfig, Fig
harvestcraft:soursop_sapling, Soursop Sapling
harvestcraft:soursopitem, Soursop
harvestcraft:pamsoursop, Soursop
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruititem, Dragonfruit
harvestcraft:pamdragonfruit, Dragonfruit
harvestcraft:rambutan_sapling, Rambutan Sapling
harvestcraft:rambutanitem, Rambutan
harvestcraft:pamrambutan, Rambutan
harvestcraft:jackfruit_sapling, Jackfruit Sapling
harvestcraft:jackfruititem, Jackfruit
harvestcraft:pamjackfruit, Jackfruit
harvestcraft:passionfruit_sapling, Passion Fruit Sapling
harvestcraft:passionfruititem, Passion Fruit
harvestcraft:pampassionfruit, Passionfruit
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamapple, Apple
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonitem, Lemon
harvestcraft:pamlemon, Lemon
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearitem, Pear
harvestcraft:pampear, Pear
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveitem, Olive
harvestcraft:pamolive, Olive
harvestcraft:spiderweb_sapling, Spider Web Sapling
harvestcraft:pamspiderweb, Spider Web
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruititem, Grapefruit
harvestcraft:pamgrapefruit, Grapefruit
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateitem, Pomegranate
harvestcraft:pampomegranate, Pomegranate
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewitem, Cashew
harvestcraft:pamcashew, Cashew
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanitem, Vanilla Bean
harvestcraft:pamvanillabean, Vanilla Bean
harvestcraft:starfruit_sapling, Starfruit Sapling
harvestcraft:starfruititem, Starfruit
harvestcraft:pamstarfruit, Starfruit
harvestcraft:banana_sapling, Banana Sapling
harvestcraft:bananaitem, Banana
harvestcraft:pambanana, Banana
harvestcraft:plum_sapling, Plum Sapling
harvestcraft:plumitem, Plum
harvestcraft:pamplum, Plum
harvestcraft:avocado_sapling, Avocado Sapling
harvestcraft:avocadoitem, Avocado
harvestcraft:pamavocado, Avocado
harvestcraft:pecan_sapling, Pecan Sapling
harvestcraft:pecanitem, Pecan
harvestcraft:pampecan, Pecan
harvestcraft:pistachio_sapling, Pistachio Sapling
harvestcraft:pistachioitem, Pistachio
harvestcraft:pampistachio, Pistachio
harvestcraft:hazelnut_sapling, Hazelnut Sapling
harvestcraft:hazelnutitem, Hazelnut
harvestcraft:pamhazelnut, Hazelnut
